"X","SITE","Richardson_Slope","GEBCO_slope","resid","predict_steep","ISLAND","REGION"
277,"PAL-00154",22.77471722,21.4149217605591,1.3597954594409,"Steep","Palmyra","PRIAs"
278,"PAL-00155",19.56057252,24.0552291870117,-4.4946566670117,"Steep","Palmyra","PRIAs"
279,"PAL-00109",20.1219343,22.0960788726807,-1.9741445726807,"Steep","Palmyra","PRIAs"
280,"PAL-00156",20.10165921,22.0960788726807,-1.9944196626807,"Steep","Palmyra","PRIAs"
281,"PAL-00113",20.40205655,25.9426431655884,-5.5405866155884,"Steep","Palmyra","PRIAs"
282,"PAL-00145",0.850490468,9.22066879272461,-8.37017832472461,"Shallow","Palmyra","PRIAs"
283,"PAL-00114",22.06721741,20.8283843994141,1.2388330105859,"Steep","Palmyra","PRIAs"
284,"PAL-00139",13.74458138,20.8283843994141,-7.0838030194141,"Steep","Palmyra","PRIAs"
285,"PAL-00136",13.36738335,22.047251701355,-8.679868351355,"Steep","Palmyra","PRIAs"
286,"PAL-00148",1.053324384,16.6188750267029,-15.5655506427029,"Shallow","Palmyra","PRIAs"
287,"PAL-00147",18.12561624,24.1767431894938,-6.0511269494938,"Steep","Palmyra","PRIAs"
288,"PAL-00134",18.90999363,25.5179445743561,-6.6079509443561,"Steep","Palmyra","PRIAs"
289,"PAL-00104",20.86386268,24.2722759246826,-3.4084132446826,"Steep","Palmyra","PRIAs"
290,"PAL-00414",19.87892602,26.0502058664958,-6.1712798464958,"Steep","Palmyra","PRIAs"
291,"PAL-00118",17.80483318,27.9847612380981,-10.1799280580981,"Steep","Palmyra","PRIAs"
292,"PAL-00143",17.90443288,24.1143569946289,-6.2099241146289,"Steep","Palmyra","PRIAs"
293,"PAL-00141",23.62963125,28.7820644378662,-5.1524331878662,"Steep","Palmyra","PRIAs"
294,"PAL-00125",22.85182947,19.848575592041,3.003253877959,"Steep","Palmyra","PRIAs"
295,"PAL-00418",15.5885956,20.689005613327,-5.100410013327,"Steep","Palmyra","PRIAs"
296,"PAL-00427",1.021709631,11.4951791763306,-10.4734695453306,"Shallow","Palmyra","PRIAs"
297,"KIN-00120",24.7333972,25.0024242401123,-0.269027040112302,"Steep","Kingman","PRIAs"
298,"KIN-00148",27.47955096,25.5964441299438,1.8831068300562,"Steep","Kingman","PRIAs"
299,"KIN-00147",24.71987128,16.4553184509277,8.2645528290723,"Steep","Kingman","PRIAs"
300,"KIN-00105",22.17625762,16.8372020721436,5.3390555478564,"Steep","Kingman","PRIAs"
301,"KIN-00122",28.41013832,11.1391601264477,17.2709781935523,"Steep","Kingman","PRIAs"
302,"KIN-00108",23.36204883,21.0278463363647,2.3342024936353,"Steep","Kingman","PRIAs"
303,"KIN-00146",24.70044713,14.5231604576111,10.1772866723889,"Steep","Kingman","PRIAs"
304,"KIN-00118",26.64031744,16.6601851781209,9.9801322618791,"Steep","Kingman","PRIAs"
305,"KIN-00145",26.99810285,19.0061569213867,7.9919459286133,"Steep","Kingman","PRIAs"
306,"KIN-00106",22.57565726,16.6601851781209,5.9154720818791,"Steep","Kingman","PRIAs"
307,"KIN-00128",19.56153247,23.3452262878418,-3.7836938178418,"Steep","Kingman","PRIAs"
308,"KIN-00159",1.760425363,17.8176202774048,-16.0571949144048,"Shallow","Kingman","PRIAs"
309,"KIN-00121",19.15632503,17.6030543645223,1.5532706654777,"Steep","Kingman","PRIAs"
310,"KIN-00126",21.52392587,26.8338356018066,-5.3099097318066,"Steep","Kingman","PRIAs"
311,"KIN-00123",16.00201063,22.6893892288208,-6.6873785988208,"Steep","Kingman","PRIAs"
312,"KIN-00127",21.37401935,27.1562213897705,-5.7822020397705,"Steep","Kingman","PRIAs"
313,"KIN-00124",13.54659903,25.3160829544067,-11.7694839244067,"Steep","Kingman","PRIAs"
314,"HAW-00150",1.867934248,5.35019588470459,-3.48226163670459,"Shallow","Hawaii","MHI"
315,"HAW-00146",3.333316418,4.168869972229,-0.835553554229,"Shallow","Hawaii","MHI"
316,"HAW-00178",5.128633835,11.6562690734863,-6.5276352384863,"Shallow","Hawaii","MHI"
317,"HAW-00354",4.112540353,11.9916687011719,-7.8791283481719,"Shallow","Hawaii","MHI"
318,"HAW-00525",4.98007519,10.4927282333374,-5.5126530433374,"Shallow","Hawaii","MHI"
319,"HAW-00315",4.344945972,11.6266016960144,-7.2816557240144,"Shallow","Hawaii","MHI"
320,"HAW-00323",4.680954243,10.7353281974792,-6.0543739544792,"Shallow","Hawaii","MHI"
321,"HAW-00272",2.1364168,1.05088141560555,1.08553538439445,"Shallow","Hawaii","MHI"
322,"HAW-00358",2.600365859,1.41498327255249,1.18538258644751,"Shallow","Hawaii","MHI"
323,"HAW-00335",23.00635935,12.2404308319092,10.7659285180908,"Steep","Hawaii","MHI"
324,"HAW-00246",21.18059966,13.0431197484334,8.1374799115666,"Steep","Hawaii","MHI"
325,"HAW-00447",28.27754944,18.2616996765137,10.0158497634863,"Steep","Hawaii","MHI"
326,"HAW-00290",26.03419471,13.9951972961426,12.0389974138574,"Steep","Hawaii","MHI"
327,"HAW-00181",28.77439394,9.81433057785034,18.9600633621497,"Steep","Hawaii","MHI"
328,"HAW-00503",22.05472118,11.317200978597,10.737520201403,"Steep","Hawaii","MHI"
329,"HAW-00531",28.5013905,7.35731017589569,21.1440803241043,"Steep","Hawaii","MHI"
330,"HAW-00361",4.664870554,3.41785943508148,1.24701111891852,"Shallow","Hawaii","MHI"
331,"HAW-00090",3.763713211,2.37308688958486,1.39062632141514,"Shallow","Hawaii","MHI"
332,"HAW-00153",4.037118175,5.28452825546265,-1.24741008046265,"Shallow","Hawaii","MHI"
333,"HAW-00297",4.948069884,10.4448328018188,-5.4967629178188,"Shallow","Hawaii","MHI"
334,"HAW-00428",24.57448091,24.1519937515259,0.422487158474098,"Steep","Hawaii","MHI"
335,"HAW-00265",31.95610579,25.3451404571533,6.6109653328467,"Steep","Hawaii","MHI"
336,"HAW-00138",31.38454183,20.0670735836029,11.3174682463971,"Steep","Hawaii","MHI"
337,"HAW-00430",18.67510957,24.1519937515259,-5.4768841815259,"Steep","Hawaii","MHI"
338,"HAW-00248",29.93419544,25.6275386810303,4.3066567589697,"Steep","Hawaii","MHI"
339,"HAW-00233",21.30010116,7.5226149559021,13.7774862040979,"Steep","Hawaii","MHI"
340,"HAW-00292",24.61479225,6.19593024253845,18.4188620074615,"Steep","Hawaii","MHI"
341,"MAI-00255",2.544792615,3.17761063575745,-0.63281802075745,"Shallow","Maui","MHI"
342,"MAI-00200",2.249950204,3.17761063575745,-0.92766043175745,"Shallow","Maui","MHI"
343,"MAI-00103",1.404901445,1.46084505319595,-0.0559436081959501,"Shallow","Maui","MHI"
344,"MAI-00257",4.108283593,1.8828136920929,2.2254699009071,"Shallow","Maui","MHI"
345,"MAI-00185",4.648042167,2.10062003135681,2.54742213564319,"Shallow","Maui","MHI"
346,"MAI-00184",2.444669057,3.347784837087,-0.903115780087,"Shallow","Maui","MHI"
347,"MAI-00246",3.728758804,14.0545864105225,-10.3258276065225,"Shallow","Maui","MHI"
348,"MAI-00116",4.768519567,2.36253863573074,2.40598093126926,"Shallow","Maui","MHI"
349,"MAI-00152",2.617341466,1.1329311132431,1.4844103527569,"Shallow","Maui","MHI"
350,"MAI-00114",2.704791416,1.1329311132431,1.5718603027569,"Shallow","Maui","MHI"
351,"MAI-00082",1.750628979,1.33635020256043,0.41427877643957,"Shallow","Maui","MHI"
352,"LAN-00139",1.398843444,0.789536694685618,0.609306749314382,"Shallow","Lanai","MHI"
353,"LAN-00144",2.962945722,1.96117269992828,1.00177302207172,"Shallow","Lanai","MHI"
354,"LAN-00131",7.192118881,4.34992782274882,2.84219105825118,"Shallow","Lanai","MHI"
355,"LAN-00132",7.57097384,4.40698790550232,3.16398593449768,"Shallow","Lanai","MHI"
356,"LAN-00113",5.241281801,6.52586889266968,-1.28458709166968,"Shallow","Lanai","MHI"
357,"LAN-00133",5.276611245,5.55186033248901,-0.27524908748901,"Shallow","Lanai","MHI"
358,"KAU-00118",1.845366466,2.53306150436401,-0.68769503836401,"Shallow","Kauai","MHI"
359,"KAU-00073",1.249222265,1.2814267873764,-0.0322045223764,"Shallow","Kauai","MHI"
360,"NII-00111",0.973720035,1.27524054050446,-0.30152050550446,"Shallow","Niihau","MHI"
361,"NII-00143",1.173121768,1.12265688180924,0.0504648861907599,"Shallow","Niihau","MHI"
362,"NII-00157",1.09269863,1.90970981121063,-0.81701118121063,"Shallow","Niihau","MHI"
363,"KAU-00149",3.041988348,3.04107868671417,0.000909661285829699,"Shallow","Kauai","MHI"
364,"KAU-00179",3.65464781,1.96239304542542,1.69225476457458,"Shallow","Kauai","MHI"
365,"KAU-00168",0.820204822,3.56556010246277,-2.74535528046277,"Shallow","Kauai","MHI"
366,"KAU-00143",2.399498436,2.1333110332489,0.2661874027511,"Shallow","Kauai","MHI"
367,"KAU-00097",1.985267709,2.64885485172272,-0.66358714272272,"Shallow","Kauai","MHI"
368,"KAU-00089",1.20343424,1.45113178094228,-0.24769754094228,"Shallow","Kauai","MHI"
369,"KAU-00176",2.688703409,2.31140804290771,0.37729536609229,"Shallow","Kauai","MHI"
370,"OAH-00165",2.838883476,7.0752227306366,-4.2363392546366,"Shallow","Oahu","MHI"
371,"OAH-00271",3.692143197,6.02639182408651,-2.33424862708651,"Shallow","Oahu","MHI"
372,"OAH-00120",1.733874621,1.83900753657023,-0.10513291557023,"Shallow","Oahu","MHI"
373,"OAH-00281",1.885298631,2.2583110332489,-0.3730124022489,"Shallow","Oahu","MHI"
374,"OAH-00282",2.574510027,2.339599609375,0.234910417625,"Shallow","Oahu","MHI"
375,"OAH-00205",3.781827822,6.07295513153076,-2.29112730953076,"Shallow","Oahu","MHI"
376,"OAH-00109",3.618118927,5.93169927597046,-2.31358034897046,"Shallow","Oahu","MHI"
377,"OAH-00253",3.237232945,4.62319087982178,-1.38595793482178,"Shallow","Oahu","MHI"
378,"SAI-00094",3.842611451,7.16807007789612,-3.32545862689612,"Shallow","Saipan","S.MARIAN"
379,"SAI-00098",4.558940039,6.38228130340576,-1.82334126440576,"Shallow","Saipan","S.MARIAN"
380,"SAI-00087",16.35008032,11.6972627639771,4.6528175560229,"Steep","Saipan","S.MARIAN"
381,"SAI-00261",8.902754155,7.32153654098511,1.58121761401489,"Shallow","Saipan","S.MARIAN"
382,"SAI-00116",10.49797693,11.0411691665649,-0.5431922365649,"Steep","Saipan","S.MARIAN"
383,"SAI-00072",5.661350671,7.02108693122864,-1.35973626022864,"Shallow","Saipan","S.MARIAN"
384,"SAI-00294",10.00311434,8.14003372192383,1.86308061807617,"Steep","Saipan","S.MARIAN"
385,"TIN-00081",11.71276007,12.709361076355,-0.996601006355,"Steep","Tinian","S.MARIAN"
386,"TIN-00110",4.14439755,2.68241333961487,1.46198421038513,"Shallow","Tinian","S.MARIAN"
387,"TIN-00063",2.337159014,2.08138799667358,0.25577101732642,"Shallow","Tinian","S.MARIAN"
388,"TIN-00137",3.537281034,2.06568765640259,1.47159337759741,"Shallow","Tinian","S.MARIAN"
389,"TIN-00146",9.623599314,8.43624687194824,1.18735244205176,"Shallow","Tinian","S.MARIAN"
390,"SAR-00060",21.83465061,21.5557924906413,0.278858119358702,"Steep","Sarigan","N.MARIAN"
391,"SAR-00073",23.76260762,21.2678823471069,2.4947252728931,"Steep","Sarigan","N.MARIAN"
392,"SAR-00087",26.7285486,21.0988101959229,5.6297384040771,"Steep","Sarigan","N.MARIAN"
393,"SAR-00104",19.00893331,22.8522510528564,-3.8433177428564,"Steep","Sarigan","N.MARIAN"
394,"SAR-00109",19.5179702,21.2227439880371,-1.7047737880371,"Steep","Sarigan","N.MARIAN"
395,"SAR-00069",26.74127292,25.768120765686,0.973152154314,"Steep","Sarigan","N.MARIAN"
396,"SAR-00105",17.61554426,25.768120765686,-8.152576505686,"Steep","Sarigan","N.MARIAN"
397,"SAR-00090",22.20883374,26.3951969146729,-4.1863631746729,"Steep","Sarigan","N.MARIAN"
398,"SAR-00095",17.43651645,26.7238426208496,-9.2873261708496,"Steep","Sarigan","N.MARIAN"
399,"PAG-00132",28.45402222,25.7467918395996,2.7072303804004,"Steep","Pagan","N.MARIAN"
400,"PAG-00087",12.19293797,20.7163858413696,-8.5234478713696,"Steep","Pagan","N.MARIAN"
401,"PAG-00216",3.048609266,10.9075498580933,-7.8589405920933,"Shallow","Pagan","N.MARIAN"
402,"PAG-00151",13.15059935,11.2311911582947,1.9194081917053,"Steep","Pagan","N.MARIAN"
403,"PAG-00229",13.56056501,20.9718046188354,-7.4112396088354,"Steep","Pagan","N.MARIAN"
404,"PAG-00085",3.259178367,3.91227984428406,-0.65310147728406,"Shallow","Pagan","N.MARIAN"
405,"PAG-00155",9.613220683,17.3563394546509,-7.7431187716509,"Shallow","Pagan","N.MARIAN"
406,"PAG-00220",7.906364292,9.57711839675903,-1.67075410475903,"Shallow","Pagan","N.MARIAN"
407,"PAG-00127",15.77223374,22.4224109649658,-6.6501772249658,"Steep","Pagan","N.MARIAN"
408,"PAG-00091",10.43175525,20.8902448018392,-10.4584895518392,"Steep","Pagan","N.MARIAN"
409,"PAG-00167",3.850386198,6.57169246673584,-2.72130626873584,"Shallow","Pagan","N.MARIAN"
410,"PAG-00215",20.09067186,16.6587657928467,3.4319060671533,"Steep","Pagan","N.MARIAN"
411,"PAG-00095",23.42696057,18.6946105957031,4.7323499742969,"Steep","Pagan","N.MARIAN"
412,"PAG-00098",23.73265616,19.261879603068,4.470776556932,"Steep","Pagan","N.MARIAN"
413,"PAG-00186",10.86226845,17.5823888778687,-6.7201204278687,"Steep","Pagan","N.MARIAN"
414,"PAG-00243",5.67564785,9.98862759272258,-4.31297974272258,"Shallow","Pagan","N.MARIAN"
415,"PAG-00208",19.63752968,14.9400510787964,4.6974786012036,"Steep","Pagan","N.MARIAN"
416,"PAG-00122",4.657455534,12.1161602338155,-7.4587046998155,"Shallow","Pagan","N.MARIAN"
417,"PAG-00192",3.56063745,7.22528696060181,-3.66464951060181,"Shallow","Pagan","N.MARIAN"
418,"PAG-00071",8.159628078,15.5575094223022,-7.3978813443022,"Shallow","Pagan","N.MARIAN"
419,"PAG-00158",7.693522314,16.3366794586182,-8.6431571446182,"Shallow","Pagan","N.MARIAN"
420,"PAG-00078",20.20642924,22.2956733703613,-2.0892441303613,"Steep","Pagan","N.MARIAN"
421,"PAG-00097",15.23530976,14.6663603782654,0.568949381734599,"Steep","Pagan","N.MARIAN"
422,"PAG-00211",4.427141438,11.9775381088257,-7.5503966708257,"Shallow","Pagan","N.MARIAN"
423,"PAG-00200",4.463972842,7.96512317657471,-3.50115033457471,"Shallow","Pagan","N.MARIAN"
424,"PAG-00162",8.579774901,16.5602912902832,-7.9805163892832,"Shallow","Pagan","N.MARIAN"
425,"ASC-00079",26.09739034,23.9392356872559,2.1581546527441,"Steep","Asuncion","N.MARIAN"
426,"ASC-00073",12.03624146,18.6713619232178,-6.6351204632178,"Steep","Asuncion","N.MARIAN"
427,"ASC-00098",11.92783426,9.9199652671814,2.0078689928186,"Steep","Asuncion","N.MARIAN"
428,"ASC-00114",8.201679713,11.0160779953003,-2.8143982823003,"Shallow","Asuncion","N.MARIAN"
429,"ASC-00072",23.67463661,24.3335943222046,-0.6589577122046,"Steep","Asuncion","N.MARIAN"
430,"ASC-00093",28.46670415,25.2091217041016,3.2575824458984,"Steep","Asuncion","N.MARIAN"
431,"ASC-00084",24.36442338,22.5250600179036,1.8393633620964,"Steep","Asuncion","N.MARIAN"
432,"ASC-00116",21.46724102,21.6645927429199,-0.197351722919901,"Steep","Asuncion","N.MARIAN"
433,"ASC-00129",17.7028421,19.9165522257487,-2.2137101257487,"Steep","Asuncion","N.MARIAN"
434,"ASC-00121",6.111263592,10.5661277770996,-4.4548641850996,"Shallow","Asuncion","N.MARIAN"
435,"ASC-00112",6.230298525,8.93145704269409,-2.70115851769409,"Shallow","Asuncion","N.MARIAN"
436,"ASC-00068",22.83192066,22.4068012237549,0.425119436245101,"Steep","Asuncion","N.MARIAN"
437,"ASC-00110",21.39965079,16.9792467753092,4.4204040146908,"Steep","Asuncion","N.MARIAN"
438,"ASC-00127",5.284793986,6.52879333496094,-1.24399934896094,"Shallow","Asuncion","N.MARIAN"
439,"ASC-00087",23.6381466,26.7793598175049,-3.1412132175049,"Steep","Asuncion","N.MARIAN"
440,"ASC-00089",23.72686764,26.0404071807861,-2.3135395407861,"Steep","Asuncion","N.MARIAN"
441,"ASC-00071",25.40015566,24.4652519226074,0.934903737392599,"Steep","Asuncion","N.MARIAN"
442,"ASC-00069",22.95623415,23.1899108886719,-0.2336767386719,"Steep","Asuncion","N.MARIAN"
443,"ASC-00091",20.47231356,23.1899108886719,-2.7175973286719,"Steep","Asuncion","N.MARIAN"
444,"ASC-00090",21.57026932,24.7122421264648,-3.1419728064648,"Steep","Asuncion","N.MARIAN"
445,"FDP-00069",26.02164959,22.3280792236328,3.6935703663672,"Steep","Farallon de Pajaros","N.MARIAN"
446,"FDP-00105",23.12771361,23.6002101898193,-0.4724965798193,"Steep","Farallon de Pajaros","N.MARIAN"
447,"FDP-00078",13.19522511,10.0123757123947,3.1828493976053,"Steep","Farallon de Pajaros","N.MARIAN"
448,"FDP-00075",20.88095894,17.8602158228556,3.0207431171444,"Steep","Farallon de Pajaros","N.MARIAN"
449,"FDP-00073",23.44042335,21.0383326212565,2.4020907287435,"Steep","Farallon de Pajaros","N.MARIAN"
450,"FDP-00070",22.13759567,21.7545331319173,0.383062538082701,"Steep","Farallon de Pajaros","N.MARIAN"
451,"FDP-00101",24.11752132,23.7328219413757,0.384699378624301,"Steep","Farallon de Pajaros","N.MARIAN"
452,"FDP-00113",24.04488703,22.0239434242249,2.0209436057751,"Steep","Farallon de Pajaros","N.MARIAN"
453,"FDP-00102",19.44142189,19.2516212463379,0.1898006436621,"Steep","Farallon de Pajaros","N.MARIAN"
454,"FDP-00077",11.33504803,13.0702972412109,-1.7352492112109,"Steep","Farallon de Pajaros","N.MARIAN"
455,"FDP-00080",25.17429935,23.2305183410645,1.9437810089355,"Steep","Farallon de Pajaros","N.MARIAN"
456,"FDP-00104",22.59388958,21.8422498703003,0.751639709699699,"Steep","Farallon de Pajaros","N.MARIAN"
457,"MAU-00074",22.42315958,15.8024263381958,6.6207332418042,"Steep","Maug","N.MARIAN"
458,"MAU-00154",21.80018802,14.3606100082397,7.4395780117603,"Steep","Maug","N.MARIAN"
459,"MAU-00082",20.57264154,18.334415435791,2.238226104209,"Steep","Maug","N.MARIAN"
460,"MAU-00071",19.80672111,13.6714185078939,6.1353026021061,"Steep","Maug","N.MARIAN"
461,"MAU-00138",17.50572323,10.4185862541199,7.0871369758801,"Steep","Maug","N.MARIAN"
462,"MAU-00131",21.36522494,18.334415435791,3.030809504209,"Steep","Maug","N.MARIAN"
463,"MAU-00127",18.39202376,6.64036703109741,11.7516567289026,"Steep","Maug","N.MARIAN"
464,"MAU-00136",18.01815636,11.508358001709,6.509798358291,"Steep","Maug","N.MARIAN"
465,"MAU-00184",22.80903381,15.1373579502106,7.6716758597894,"Steep","Maug","N.MARIAN"
466,"MAU-00078",8.405435688,7.54185088475545,0.86358480324455,"Shallow","Maug","N.MARIAN"
467,"MAU-00137",13.78479065,10.2779835065206,3.5068071434794,"Steep","Maug","N.MARIAN"
468,"MAU-00135",15.81967318,8.33753442764282,7.48213875235718,"Steep","Maug","N.MARIAN"
469,"MAU-00115",18.73027389,9.59673377871513,9.13354011128487,"Steep","Maug","N.MARIAN"
470,"MAU-00106",21.98147385,13.4418606758118,8.5396131741882,"Steep","Maug","N.MARIAN"
471,"MAU-00084",26.44301963,12.6342364549637,13.8087831750363,"Steep","Maug","N.MARIAN"
472,"MAU-00085",27.73963772,11.0525148312251,16.6871228887749,"Steep","Maug","N.MARIAN"
473,"MAU-00126",23.14248005,9.6402724981308,13.5022075518692,"Steep","Maug","N.MARIAN"
474,"MAU-00182",16.7106778,14.6221619844437,2.0885158155563,"Steep","Maug","N.MARIAN"
475,"MAU-00102",28.32819426,18.1907145182292,10.1374797417708,"Steep","Maug","N.MARIAN"
476,"MAU-00117",24.40064447,18.7161992390951,5.6844452309049,"Steep","Maug","N.MARIAN"
477,"MAU-00121",25.46028841,12.5900696218014,12.8702187881986,"Steep","Maug","N.MARIAN"
478,"MAU-00128",26.2400555,8.68180403113365,17.5582514688664,"Steep","Maug","N.MARIAN"
479,"AGR-00090",15.91619496,18.0186443328857,-2.1024493728857,"Steep","Agrihan","N.MARIAN"
480,"AGR-00097",8.055294441,15.3337154388428,-7.2784209978428,"Shallow","Agrihan","N.MARIAN"
481,"AGR-00079",18.59186102,18.8341929912567,-0.2423319712567,"Steep","Agrihan","N.MARIAN"
482,"AGR-00149",4.881908223,9.20201873779297,-4.32011051479297,"Shallow","Agrihan","N.MARIAN"
483,"AGR-00180",15.333738,19.3037767410278,-3.9700387410278,"Steep","Agrihan","N.MARIAN"
484,"AGR-00061",11.31991465,18.0919237136841,-6.7720090636841,"Steep","Agrihan","N.MARIAN"
485,"AGR-00087",13.75918942,18.4376039505005,-4.6784145305005,"Steep","Agrihan","N.MARIAN"
486,"AGR-00127",5.532344384,10.1761636734009,-4.6438192894009,"Shallow","Agrihan","N.MARIAN"
487,"AGR-00113",14.07044742,19.2082786560059,-5.1378312360059,"Steep","Agrihan","N.MARIAN"
488,"AGR-00131",13.04075985,17.7556578318278,-4.7148979818278,"Steep","Agrihan","N.MARIAN"
489,"AGR-00148",9.15245759,19.029953956604,-9.877496366604,"Shallow","Agrihan","N.MARIAN"
490,"AGR-00084",25.59963037,19.5548763275146,6.0447540424854,"Steep","Agrihan","N.MARIAN"
491,"AGR-00086",9.551859869,18.201545715332,-8.649685846332,"Shallow","Agrihan","N.MARIAN"
492,"AGR-00134",20.70369924,18.082878112793,2.620821127207,"Steep","Agrihan","N.MARIAN"
493,"AGR-00137",7.682228872,14.4971718788147,-6.8149430068147,"Shallow","Agrihan","N.MARIAN"
494,"AGR-00181",26.28125208,18.205860376358,8.075391703642,"Steep","Agrihan","N.MARIAN"
495,"AGR-00138",7.86001601,14.7781295776367,-6.9181135676367,"Shallow","Agrihan","N.MARIAN"
496,"AGR-00164",23.9246783,20.0153656005859,3.9093126994141,"Steep","Agrihan","N.MARIAN"
497,"ALA-00068",29.27681865,20.0296196937561,9.2471989562439,"Steep","Alamagan","N.MARIAN"
498,"ALA-00083",18.44343704,18.9552552700043,-0.511818230004302,"Steep","Alamagan","N.MARIAN"
499,"ALA-00069",6.805751306,22.6989860534668,-15.8932347474668,"Shallow","Alamagan","N.MARIAN"
500,"ALA-00070",14.07748346,17.0850839614868,-3.0076005014868,"Steep","Alamagan","N.MARIAN"
501,"ALA-00091",24.45835474,20.2267265319824,4.2316282080176,"Steep","Alamagan","N.MARIAN"
502,"GUG-00077",25.50691244,19.9974880218506,5.5094244181494,"Steep","Guguan","N.MARIAN"
503,"GUG-00069",6.326689051,16.8227653503418,-10.4960762993418,"Shallow","Guguan","N.MARIAN"
504,"GUG-00086",4.844305088,20.2707716623942,-15.4264665743942,"Shallow","Guguan","N.MARIAN"
505,"GUG-00110",16.37722701,17.382474899292,-1.005247889292,"Steep","Guguan","N.MARIAN"
506,"GUG-00109",28.57235959,17.3249428272247,11.2474167627753,"Steep","Guguan","N.MARIAN"
507,"GUG-00092",29.2129532,15.8908675511678,13.3220856488322,"Steep","Guguan","N.MARIAN"
508,"GUG-00060",4.234008031,20.4298985799154,-16.1958905489154,"Shallow","Guguan","N.MARIAN"
509,"GUG-00106",24.14558249,17.0501883029938,7.0953941870062,"Steep","Guguan","N.MARIAN"
510,"SAI-00117",11.50006322,12.1738443374634,-0.673781117463401,"Steep","Saipan","S.MARIAN"
511,"SAI-00127",11.53563195,10.6273393630981,0.908292586901901,"Steep","Saipan","S.MARIAN"
512,"SAI-00078",7.768226726,6.37322878837585,1.39499793762415,"Shallow","Saipan","S.MARIAN"
513,"SAI-00187",8.815033242,7.35141611099243,1.46361713100757,"Shallow","Saipan","S.MARIAN"
514,"SAI-00124",4.488959218,4.4310781955719,0.0578810224280994,"Shallow","Saipan","S.MARIAN"
515,"SAI-00142",5.964836626,6.54940748214722,-0.58457085614722,"Shallow","Saipan","S.MARIAN"
516,"SAI-00298",7.580003853,5.73134660720825,1.84865724579175,"Shallow","Saipan","S.MARIAN"
517,"SAI-00417",9.875702721,5.77429842948914,4.10140429151086,"Shallow","Saipan","S.MARIAN"
518,"SAI-00411",8.644731854,5.37106466293335,3.27366719106665,"Shallow","Saipan","S.MARIAN"
519,"SAI-00100",4.474309498,5.00387803713481,-0.52956853913481,"Shallow","Saipan","S.MARIAN"
520,"SAI-00221",4.966492201,5.19577538967133,-0.22928318867133,"Shallow","Saipan","S.MARIAN"
521,"SAI-00400",9.34709346,5.55817866325378,3.78891479674622,"Shallow","Saipan","S.MARIAN"
522,"SAI-00403",8.395201815,5.80330419540405,2.59189761959595,"Shallow","Saipan","S.MARIAN"
523,"ROT-00062",8.249294126,10.2371349334717,-1.9878408074717,"Shallow","Rota","S.MARIAN"
524,"ROT-00072",12.5422121,12.7325949668884,-0.190382866888399,"Steep","Rota","S.MARIAN"
525,"ROT-00121",7.932962331,10.5465936660767,-2.6136313350767,"Shallow","Rota","S.MARIAN"
526,"ROT-00114",8.571840043,12.8795366287231,-4.3076965857231,"Shallow","Rota","S.MARIAN"
527,"ROT-00088",6.671973454,8.95040893554688,-2.27843548154688,"Shallow","Rota","S.MARIAN"
528,"ROT-00066",17.786281,16.4204387664795,1.3658422335205,"Steep","Rota","S.MARIAN"
529,"ROT-00172",20.86358616,20.2528133392334,0.610772820766602,"Steep","Rota","S.MARIAN"
530,"ROT-00107",8.8844681,11.8660669326782,-2.9815988326782,"Shallow","Rota","S.MARIAN"
531,"ROT-00201",5.452591104,5.41526389122009,0.0373272127799096,"Shallow","Rota","S.MARIAN"
532,"ROT-00069",6.559500533,10.7832517623901,-4.2237512293901,"Shallow","Rota","S.MARIAN"
533,"ROT-00082",5.446527961,5.69153738021851,-0.24500941921851,"Shallow","Rota","S.MARIAN"
534,"ROT-00065",5.371829982,5.97847294807434,-0.60664296607434,"Shallow","Rota","S.MARIAN"
535,"ROT-00200",9.827448667,12.5383230845133,-2.7108744175133,"Shallow","Rota","S.MARIAN"
536,"ROT-00068",6.428169426,10.029603322347,-3.601433896347,"Shallow","Rota","S.MARIAN"
537,"ROT-00145",6.262234248,5.65464901924133,0.60758522875867,"Shallow","Rota","S.MARIAN"
538,"ROT-00078",4.486558451,5.58860921859741,-1.10205076759741,"Shallow","Rota","S.MARIAN"
539,"ROT-00061",4.495615164,5.74470138549805,-1.24908622149805,"Shallow","Rota","S.MARIAN"
540,"ROT-00120",4.090683548,6.92586612701416,-2.83518257901416,"Shallow","Rota","S.MARIAN"
541,"TIN-00065",19.28583696,13.0270624160767,6.2587745439233,"Steep","Tinian","S.MARIAN"
542,"TIN-00078",13.08152257,11.5878027677536,1.4937198022464,"Steep","Tinian","S.MARIAN"
543,"TIN-00177",12.62554905,10.508371035258,2.117178014742,"Steep","Tinian","S.MARIAN"
544,"TIN-00129",9.813191926,11.4141707420349,-1.6009788160349,"Shallow","Tinian","S.MARIAN"
545,"TIN-00179",8.902007434,4.71788454055786,4.18412289344214,"Shallow","Tinian","S.MARIAN"
546,"TIN-00096",6.289825857,11.0699920654297,-4.7801662084297,"Shallow","Tinian","S.MARIAN"
547,"TIN-00061",13.17375084,13.5074117183685,-0.3336608783685,"Steep","Tinian","S.MARIAN"
548,"TIN-00092",12.74234291,11.6017918586731,1.1405510513269,"Steep","Tinian","S.MARIAN"
549,"TIN-00116",12.20021856,10.2626533508301,1.9375652091699,"Steep","Tinian","S.MARIAN"
