"METHOD","REGION","OBS_YEAR","ISLAND","PERM_SITE","CLIMATE_STATION_YN","SITE","REEF_ZONE","DEPTH_BIN","SITEVISITID","CCA","CORAL","EMA","HALI","I","MA","SC","SED","TURF","N","new.N","CCA_CORAL","BSR","MISSIONID","DATE_","SEC_NAME","new_MIN_DEPTH_M","new_MAX_DEPTH_M","LATITUDE_LOV","LONGITUDE_LOV","ANALYSIS_YEAR","ANALYSIS_SCHEME","TRANSECT_PHOTOS","EXCLUDE_FLAG","Oceanography","OCC_SITEID"
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00358","Forereef","Mid",3900,3.67892976588629,11.7056856187291,0.668896321070234,0,0.334448160535117,1.67224080267559,0,0.334448160535117,81.6053511705686,300,299,15.3846153846154,0.184738955823293,"SHORE3",2011-06-08,"GUA_WEST_OPEN",10,10,13.53765523,144.801893,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00361","Forereef","Mid",3787,7.69230769230769,8.36120401337793,2.34113712374582,11.0367892976589,0.668896321070234,5.35117056856187,0.334448160535117,0,64.2140468227425,300,299,16.0535117056856,0.230769230769231,"HA1101",2011-05-05,"GUA_EAST_OPEN",9,9,13.50471142,144.892803,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00367","Forereef","Mid",3840,5.05050505050505,30.3030303030303,1.34680134680135,0.673400673400673,1.01010101010101,5.38720538720539,0,2.69360269360269,53.5353535353535,300,297,35.3535353535354,0.6,"HA1101",2011-05-08,"GUA_WEST_OPEN",10,10,13.55924542,144.8117399,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00368","Forereef","Mid",3805,2.40549828178694,17.5257731958763,1.03092783505155,7.90378006872852,0.343642611683849,4.81099656357388,0.343642611683849,0.687285223367698,64.9484536082474,300,291,19.9312714776632,0.285714285714286,"HA1101",2011-05-06,"GUA_PATI_POINT",13.6,13.6,13.56236575,144.9404961,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00378","Forereef","Mid",3926,0.677966101694915,7.79661016949153,0.338983050847458,1.01694915254237,0,17.2881355932203,0,8.13559322033898,64.7457627118644,300,295,8.47457627118644,0.103305785123967,"SHORE3",2011-06-11,"GUA_WEST_OPEN",8,8,13.34882646,144.6404397,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00380","Forereef","Mid",3920,2.7972027972028,30.7692307692308,0,6.64335664335664,0,1.04895104895105,0,3.4965034965035,55.2447552447552,300,286,33.5664335664336,0.596273291925466,"SHORE3",2011-06-10,"GUA_WEST_OPEN",10,11,13.48339272,144.7340428,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00390","Forereef","Shallow",3838,24.3636363636364,24,3.63636363636364,0,1.81818181818182,0,0.363636363636364,0,45.8181818181818,290,275,48.3636363636364,1.05555555555556,"HA1101",2011-05-08,"GUA_WEST_OPEN",4,4,13.48378072,144.7595535,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00391","Forereef","Shallow",3839,13.9455782312925,14.6258503401361,1.70068027210884,2.38095238095238,0.340136054421769,6.46258503401361,0.340136054421769,1.36054421768707,58.843537414966,300,294,28.5714285714286,0.4375,"HA1101",2011-05-08,"GUA_TUMON",4,4,13.51285804,144.7967865,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00395","Forereef","Shallow",3867,13.1487889273356,19.3771626297578,2.07612456747405,8.65051903114187,1.03806228373702,2.42214532871972,14.5328719723183,0,38.7543252595156,300,289,32.5259515570934,0.789915966386555,"SHORE3",2011-06-06,"GUA_PITI_BOMB",5,5,13.47907495,144.70807,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00401","Forereef","Shallow",3925,5.68561872909699,21.7391304347826,0.334448160535117,0,0,4.68227424749164,0,0,67.5585284280936,300,299,27.4247491638796,0.37962962962963,"SHORE3",2011-06-11,"GUA_WEST_OPEN",3,3,13.34446351,144.6387241,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00410","Forereef","Shallow",3868,10.4026845637584,18.4563758389262,0,2.3489932885906,4.36241610738255,2.3489932885906,0,0,62.0805369127517,300,298,28.8590604026846,0.447916666666667,"SHORE3",2011-06-06,"GUA_PITI_BOMB",4,4,13.47000053,144.690792,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00424","Forereef","Shallow",3903,18.3150183150183,9.52380952380952,5.86080586080586,0,0.366300366300366,4.76190476190476,0,0,61.1721611721612,290,273,27.8388278388278,0.422222222222222,"SHORE3",2011-06-08,"GUA_TUMON",3,5,13.52121262,144.8011929,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00435","Forereef","Mid",3933,10.7266435986159,22.4913494809689,0.346020761245675,0,0,2.07612456747405,0,0,64.3598615916955,300,289,33.2179930795848,0.5,"SHORE3",2011-06-13,"GUA_WEST_OPEN",2.7,10,13.24092044,144.6400306,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00436","Forereef","Mid",3800,1.05263157894737,15.4385964912281,2.80701754385965,5.96491228070175,0,20.3508771929825,0,6.31578947368421,48.0701754385965,300,285,16.4912280701754,0.241025641025641,"HA1101",2011-05-05,"GUA_EAST_OPEN",16,16,13.39291871,144.7807065,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00438","Forereef","Shallow",3917,25.3623188405797,15.2173913043478,1.08695652173913,1.08695652173913,0,1.08695652173913,0,1.08695652173913,55.0724637681159,300,276,40.5797101449275,0.72258064516129,"SHORE3",2011-06-10,"GUA_WEST_OPEN",5,5,13.46420537,144.6724196,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00454","Forereef","Shallow",3827,11.1864406779661,15.2542372881356,0.677966101694915,0.677966101694915,7.11864406779661,7.79661016949153,0,2.71186440677966,54.5762711864407,300,295,26.4406779661017,0.423913043478261,"HA1101",2011-05-07,"GUA_EAST_OPEN",5,5,13.24060628,144.6864547,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00467","Forereef","Shallow",3841,3.36700336700337,14.4781144781145,3.36700336700337,4.71380471380471,0.336700336700337,10.4377104377104,2.02020202020202,0,61.2794612794613,300,297,17.8451178451178,0.248826291079812,"HA1101",2011-05-08,"GUA_WEST_OPEN",2.4,2.4,13.59703825,144.8344109,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00468","Forereef","Shallow",3789,13.3779264214047,23.0769230769231,0.668896321070234,0,0,5.35117056856187,0,0,57.5250836120401,300,299,36.4548494983278,0.579787234042553,"HA1101",2011-05-05,"GUA_EAST_OPEN",6,6,13.44205476,144.8219563,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00470","Forereef","Shallow",3822,18.5185185185185,30.3030303030303,2.35690235690236,0,0.336700336700337,2.69360269360269,2.02020202020202,0,43.7710437710438,300,297,48.8215488215488,1.05072463768116,"HA1101",2011-05-07,"GUA_ACHANG",4,5,13.24405015,144.7140063,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00471","Forereef","Shallow",3951,22.5589225589226,28.6195286195286,3.36700336700337,7.07070707070707,0.336700336700337,2.35690235690236,0,0,35.6902356902357,300,297,51.1784511784512,1.34513274336283,"SHORE3",2011-06-14,"GUA_PATI_POINT",6,6,13.62323161,144.9020271,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00478","Forereef","Shallow",3857,8.75420875420875,9.42760942760943,0.336700336700337,0,0,16.8350168350168,0,6.06060606060606,58.5858585858586,300,297,18.1818181818182,0.241071428571429,"HA1101",2011-05-09,"GUA_WEST_OPEN",4,4,13.41299529,144.6512196,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00488","Forereef","Shallow",3799,18.1506849315068,4.79452054794521,5.47945205479452,1.71232876712329,0,19.1780821917808,0,8.9041095890411,41.7808219178082,300,292,22.9452054794521,0.376404494382022,"HA1101",2011-05-05,"GUA_EAST_OPEN",5,5,13.42613267,144.8061635,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00490","Forereef","Shallow",3929,2.84697508896797,3.91459074733096,5.33807829181495,0,0,56.5836298932384,0,0,31.3167259786477,300,281,6.76156583629893,0.0769230769230769,"SHORE3",2011-06-11,"GUA_WEST_OPEN",4,5,13.38777733,144.6527377,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00492","Forereef","Shallow",3964,0.333333333333333,12.6666666666667,0,2.33333333333333,0,5.66666666666667,0.333333333333333,0,78.6666666666667,300,300,13,0.154150197628458,"SHORE3",2011-06-15,"GUA_PATI_POINT",6,6,13.60148828,144.9279422,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00497","Forereef","Shallow",3849,5.49828178694158,18.213058419244,3.43642611683849,4.12371134020619,0.687285223367698,16.1512027491409,3.09278350515464,0.343642611683849,48.4536082474227,300,291,23.7113402061856,0.367021276595745,"HA1101",2011-05-08,"GUA_WEST_OPEN",3.6,3.6,13.60615751,144.8350926,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00500","Forereef","Deep",3870,0,1.33779264214047,0,13.3779264214047,0,4.0133779264214,0,5.01672240802676,76.2541806020067,300,299,1.33779264214047,0.0166666666666667,"SHORE3",2011-06-06,"GUA_PITI_BOMB",23,23,13.48076021,144.7004379,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00503","Forereef","Shallow",3886,9.12162162162162,33.445945945946,0.675675675675676,0.337837837837838,0,1.01351351351351,0.337837837837838,0.675675675675676,54.3918918918919,300,296,42.5675675675676,0.768292682926829,"SHORE3",2011-06-07,"GUA_WEST_OPEN",5,5,13.48076021,144.7004379,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00510","Forereef","Shallow",3792,7.74410774410774,18.1818181818182,3.03030303030303,0.336700336700337,0,5.38720538720539,0,3.7037037037037,61.6161616161616,300,297,25.9259259259259,0.386934673366834,"HA1101",2011-05-05,"GUA_EAST_OPEN",3.3,3.3,13.41880839,144.7916766,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00527","Forereef","Shallow",3820,25.503355704698,24.1610738255034,4.02684563758389,0.335570469798658,0,5.36912751677852,0,0,40.6040268456376,300,298,49.6644295302013,1.08029197080292,"HA1101",2011-05-07,"GUA_EAST_OPEN",6,6,13.29369172,144.7686773,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00552","Forereef","Shallow",3828,11.8279569892473,35.1254480286738,3.584229390681,0.3584229390681,5.37634408602151,1.4336917562724,0,0,42.2939068100358,300,279,46.9534050179211,1.07377049180328,"HA1101",2011-05-07,"GUA_EAST_OPEN",3,3,13.2394277,144.6646314,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00554","Forereef","Shallow",3934,2.71186440677966,3.72881355932203,6.44067796610169,0,0,1.69491525423729,0,0.677966101694915,84.7457627118644,300,295,6.44067796610169,0.0745098039215686,"SHORE3",2011-06-13,"GUA_WEST_OPEN",2.7432,2.7432,13.25277597,144.6475887,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00559","Forereef","Shallow",3921,22.6480836236934,40.7665505226481,1.74216027874564,1.74216027874564,0,0,0,0,33.1010452961672,300,287,63.4146341463415,1.91578947368421,"SHORE3",2011-06-10,"GUA_WEST_OPEN",5,5,13.54058739,144.8045589,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00564","Forereef","Shallow",3937,1.04529616724739,14.2857142857143,0,2.78745644599303,0,13.2404181184669,0,2.4390243902439,66.2020905923345,290,287,15.3310104529617,0.192982456140351,"SHORE3",2011-06-13,"GUA_WEST_OPEN",4,4,13.30764902,144.6535255,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00569","Forereef","Shallow",3899,6.96864111498258,25.7839721254355,0.348432055749129,0,0,1.74216027874564,0,0,65.1567944250871,300,287,32.7526132404181,0.489583333333333,"SHORE3",2011-06-08,"GUA_WEST_OPEN",4,4,13.54058739,144.8045589,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00577","Forereef","Shallow",3854,1.34680134680135,40.7407407407407,0,2.02020202020202,0,16.8350168350168,0,0,39.0572390572391,300,297,42.0875420875421,0.753012048192771,"HA1101",2011-05-09,"GUA_WEST_OPEN",3,3,13.39470489,144.6581846,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00579","Forereef","Shallow",3823,6.52173913043478,21.0144927536232,1.81159420289855,5.43478260869565,0.72463768115942,14.4927536231884,0,6.15942028985507,43.8405797101449,290,276,27.536231884058,0.472049689440994,"HA1101",2011-05-07,"GUA_ACHANG",4,4,13.24169174,144.6935272,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00582","Forereef","Shallow",3856,10.1351351351351,20.6081081081081,1.01351351351351,0,0.337837837837838,10.472972972973,0,0.675675675675676,56.7567567567568,300,296,30.7432432432432,0.457286432160804,"HA1101",2011-05-09,"GUA_WEST_OPEN",5.5,5.5,13.35624645,144.6384238,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00583","Forereef","Shallow",3978,3.93013100436681,21.8340611353712,0,0,0,10.0436681222707,0,0,64.1921397379913,230,229,25.764192139738,0.347058823529412,"SHORE3",2011-06-16,"GUA_EAST_OPEN",4,5,13.64085356,144.8857696,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00595","Forereef","Shallow",3801,20.6293706293706,37.7622377622378,4.89510489510489,0.34965034965035,0,2.44755244755245,0,0,33.9160839160839,300,286,58.3916083916084,1.60576923076923,"HA1101",2011-05-05,"GUA_EAST_OPEN",6,6,13.35060921,144.7756377,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00598","Forereef","Shallow",3846,14.0893470790378,38.1443298969072,0.687285223367698,0.687285223367698,0,0.687285223367698,0,0,45.7044673539519,300,291,52.233676975945,1.12592592592593,"HA1101",2011-05-08,"GUA_WEST_OPEN",3,6,13.47809058,144.7171769,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00600","Forereef","Shallow",3829,20.2205882352941,49.2647058823529,0.735294117647059,1.47058823529412,4.04411764705882,2.20588235294118,0,0.367647058823529,21.6911764705882,300,272,69.4852941176471,2.90769230769231,"HA1101",2011-05-07,"GUA_EAST_OPEN",5.4,5.4,13.23221046,144.6477461,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00601","Forereef","Shallow",3853,2.04081632653061,20.0680272108844,0,5.78231292517007,1.02040816326531,10.8843537414966,0,0.340136054421769,59.8639455782313,300,294,22.108843537415,0.3125,"HA1101",2011-05-09,"GUA_WEST_OPEN",2.1,2.1,13.36352195,144.6466334,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00607","Forereef","Shallow",3811,4.39189189189189,10.8108108108108,0,0.675675675675676,0.337837837837838,0.337837837837838,0,1.68918918918919,81.7567567567568,300,296,15.2027027027027,0.185185185185185,"HA1101",2011-05-06,"GUA_WEST_OPEN",6,6,13.64638084,144.848981,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00610","Forereef","Shallow",3877,11.864406779661,11.1864406779661,13.5593220338983,0.338983050847458,0.338983050847458,0.677966101694915,0,0,62.0338983050847,300,295,23.0508474576271,0.367567567567568,"SHORE3",2011-06-06,"GUA_PITI_BOMB",5,5,13.47966847,144.7068958,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00617","Forereef","Shallow",3790,8.19112627986348,37.2013651877133,7.50853242320819,0,0,2.73037542662116,6.48464163822526,0,37.8839590443686,300,293,45.3924914675768,1.11764705882353,"HA1101",2011-05-05,"GUA_EAST_OPEN",5,5,13.37275445,144.7767706,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00630","Forereef","Shallow",3979,4.18118466898955,22.9965156794425,0.696864111498258,0.348432055749129,0,6.96864111498258,0,1.74216027874564,63.0662020905923,290,287,27.1777003484321,0.388059701492537,"SHORE3",2011-06-16,"GUA_EAST_OPEN",5,7,13.65039468,144.8760985,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00634","Forereef","Shallow",3848,10.7744107744108,9.42760942760943,1.68350168350168,0.673400673400673,0,2.35690235690236,0,0,75.0841750841751,300,297,20.2020202020202,0.260869565217391,"HA1101",2011-05-08,"GUA_WEST_OPEN",1,9,13.57186153,144.8234848,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00638","Forereef","Shallow",3919,18.8811188811189,70.979020979021,1.74825174825175,0,0.34965034965035,0.699300699300699,0,0,7.34265734265734,300,286,89.8601398601399,11.1739130434783,"SHORE3",2011-06-10,"GUA_WEST_OPEN",4,4,13.48385925,144.7511355,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00644","Forereef","Shallow",3825,35.2112676056338,33.8028169014084,0.704225352112676,0.352112676056338,0,2.8169014084507,0,0.704225352112676,26.4084507042254,300,284,69.0140845070423,2.36144578313253,"HA1101",2011-05-07,"GUA_ACHANG",3.3,3.3,13.24182174,144.7021657,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00647","Forereef","Shallow",3976,14.2857142857143,37.2822299651568,1.74216027874564,10.1045296167247,0,5.57491289198606,1.39372822299652,1.74216027874564,27.8745644599303,300,287,51.5679442508711,1.54166666666667,"SHORE3",2011-06-16,"GUA_EAST_OPEN",6,7,13.62653945,144.8982583,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00653","Forereef","Shallow",3938,0.334448160535117,2.67558528428094,0,4.68227424749164,0,18.7290969899666,0,8.36120401337793,65.2173913043478,300,299,3.01003344481605,0.0358565737051793,"SHORE3",2011-06-13,"GUA_WEST_OPEN",5,5,13.32914298,144.6479325,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00675","Forereef","Mid",3909,1.67224080267559,30.4347826086957,5.35117056856187,0,0,0.334448160535117,0,0,62.2073578595318,300,299,32.1070234113712,0.513368983957219,"SHORE3",2011-06-09,"GUA_TUMON",14,14,13.52446647,144.8014674,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00678","Forereef","Deep",3910,3.37837837837838,9.45945945945946,5.40540540540541,3.04054054054054,0,2.36486486486486,0,0,76.3513513513514,300,296,12.8378378378378,0.163090128755365,"SHORE3",2011-06-09,"GUA_TUMON",23,23,13.53115817,144.7997508,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00681","Forereef","Deep",3906,5.13698630136986,5.82191780821918,2.05479452054794,6.50684931506849,0,4.79452054794521,0,2.73972602739726,72.9452054794521,300,292,10.958904109589,0.140969162995595,"SHORE3",2011-06-09,"GUA_TUMON",25,25,13.50940486,144.7844222,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00682","Forereef","Deep",3907,7.50853242320819,30.3754266211604,2.38907849829352,2.73037542662116,0,7.50853242320819,0,0,49.4880546075085,300,293,37.8839590443686,0.664670658682635,"SHORE3",2011-06-09,"GUA_TUMON",22,23,13.51243819,144.7927379,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00683","Forereef","Deep",3908,1.36986301369863,2.05479452054794,3.42465753424658,0,0,16.4383561643836,0.684931506849315,4.45205479452055,71.5753424657534,300,292,3.42465753424658,0.0389105058365759,"SHORE3",2011-06-09,"GUA_TUMON",29,29,13.51715997,144.7963062,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00684","Forereef","Shallow",3912,26.241134751773,28.0141843971631,1.06382978723404,0.354609929078014,0.354609929078014,3.90070921985816,0,1.06382978723404,39.0070921985816,300,282,54.2553191489362,1.26446280991736,"SHORE3",2011-06-09,"GUA_TUMON",3,3,13.51999523,144.8008066,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00686","Forereef","Shallow",3913,26.2589928057554,30.9352517985612,2.15827338129496,0,0,8.27338129496403,0,0,32.3741007194245,300,278,57.1942446043165,1.4070796460177,"SHORE3",2011-06-09,"GUA_TUMON",3,3,13.51156656,144.7948475,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00687","Forereef","Shallow",3904,5.75539568345324,20.1438848920863,2.15827338129496,0.719424460431655,0,17.6258992805755,0,3.9568345323741,49.6402877697842,300,278,25.8992805755396,0.385026737967914,"SHORE3",2011-06-08,"GUA_TUMON",6,6,13.51903735,144.7998543,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00693","Forereef","Shallow",3902,5.08474576271187,26.7796610169492,0.338983050847458,0.338983050847458,0,4.06779661016949,0,0,63.3898305084746,300,295,31.864406779661,0.472361809045226,"SHORE3",2011-06-08,"GUA_TUMON",2.7432,2.7432,13.52936595,144.8007465,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00700","Forereef","Deep",3901,13.448275862069,3.10344827586207,7.93103448275862,9.6551724137931,0,1.72413793103448,0,0,64.1379310344827,300,290,16.551724137931,0.25130890052356,"SHORE3",2011-06-08,"GUA_TUMON",25,25,13.53328767,144.7994189,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00729","Forereef","Deep",3947,1.34228187919463,0,0.671140939597315,13.0872483221477,0,2.68456375838926,0,0,82.2147651006711,300,298,1.34228187919463,0.0158102766798419,"SHORE3",2011-06-14,"GUA_PATI_POINT",17,28,13.60202305,144.9332702,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00732","Forereef","Shallow",3962,29.8305084745763,13.2203389830508,1.35593220338983,0,0,0.338983050847458,0,0,55.2542372881356,300,295,43.0508474576271,0.774390243902439,"SHORE3",2011-06-15,"GUA_PATI_POINT",4,4,13.60135585,144.9498111,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00734","Forereef","Shallow",3949,8.59106529209622,31.6151202749141,5.15463917525773,11.340206185567,0.343642611683849,1.03092783505155,0.343642611683849,0,41.5807560137457,300,291,40.2061855670103,0.943548387096774,"SHORE3",2011-06-14,"GUA_PATI_POINT",5,5,13.61394505,144.906976,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00737","Forereef","Mid",3948,7.53424657534247,11.986301369863,2.73972602739726,0.342465753424658,0.684931506849315,4.79452054794521,0,0,71.9178082191781,300,292,19.5205479452055,0.254464285714286,"SHORE3",2011-06-14,"GUA_PATI_POINT",10,10,13.60633638,144.9119819,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00739","Forereef","Mid",3959,7.48299319727891,27.5510204081633,1.70068027210884,9.86394557823129,0,3.06122448979592,0,0,50.3401360544218,300,294,35.0340136054422,0.656050955414013,"SHORE3",2011-06-15,"GUA_PATI_POINT",10,10,13.61315187,144.9076143,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00746","Forereef","Deep",3960,2.41379310344828,12.0689655172414,0.689655172413793,26.551724137931,0,5.17241379310345,0.344827586206897,5.17241379310345,47.5862068965517,300,290,14.4827586206897,0.274509803921569,"SHORE3",2011-06-15,"GUA_PATI_POINT",24,24,13.60755854,144.9138256,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00747","Forereef","Deep",3945,4.49826989619377,11.7647058823529,9.34256055363322,20.7612456747405,0,2.07612456747405,0.346020761245675,3.46020761245675,47.7508650519031,300,289,16.2629757785467,0.326388888888889,"SHORE3",2011-06-14,"GUA_PATI_POINT",24,24,13.60154159,144.9453801,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00752","Forereef","Shallow",3963,1.07913669064748,8.27338129496403,0.359712230215827,3.59712230215827,0,9.35251798561151,0,0,77.3381294964029,280,278,9.35251798561151,0.107883817427386,"SHORE3",2011-06-15,"GUA_PATI_POINT",6,6,13.60139474,144.9393532,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00755","Forereef","Shallow",3965,3.67892976588629,50.8361204013378,1.33779264214047,6.68896321070234,0,1.33779264214047,0,0,36.1204013377926,300,299,54.5150501672241,1.45535714285714,"SHORE3",2011-06-15,"GUA_PATI_POINT",4,4,13.60331244,144.9204818,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00083","Forereef","Deep",3796,0.666666666666667,7,1,15.3333333333333,0,3.66666666666667,0,6,66.3333333333333,300,300,7.66666666666667,0.10952380952381,"HA1101",2011-05-05,"GUA_EAST_OPEN",20,20,13.5064225,144.899066,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00090","Forereef","Deep",3879,2.71186440677966,3.05084745762712,0.338983050847458,0.677966101694915,0,2.3728813559322,0,1.01694915254237,89.8305084745763,300,295,5.76271186440678,0.0625,"SHORE3",2011-06-07,"GUA_WEST_OPEN",18,30,13.6252162,144.8340946,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2011,"Guam",0,0,"GUA-00093","Forereef","Deep",3880,6.25,9.02777777777778,5.55555555555556,2.77777777777778,0,2.77777777777778,0,2.08333333333333,71.5277777777778,150,144,15.2777777777778,0.205607476635514,"SHORE3",2011-06-07,"GUA_WEST_OPEN",21,24,13.6372998,144.8433928,"2011","MARI2011","-1",0,0,NA
"CPCE","MARIAN",2014,"Guam",0,0,"GUA-00944","Forereef","Deep",6633,1.41342756183746,7.06713780918728,0.706713780918728,3.53356890459364,0,19.7879858657244,0,4.59363957597173,62.8975265017668,310,283,8.48056537102473,0.102564102564103,"HA1401",2014-03-29,"GUA_EAST_OPEN",22.2,24.2,13.46689839,144.8589869,"2014","MARI2014","-1",0,0,NA
